Source,Target,Type,Weight
171,175,undirected,1
171,176,undirected,1
171,177,undirected,1
171,178,undirected,1
171,179,undirected,1
203,204,undirected,1
203,205,undirected,1
203,206,undirected,1
203,142,undirected,1
204,205,undirected,1
204,206,undirected,1
204,142,undirected,1
205,206,undirected,1
205,142,undirected,1
206,142,undirected,1
212,213,undirected,1
212,215,undirected,1
213,215,undirected,1
180,193,undirected,1
180,194,undirected,1
180,195,undirected,1
180,196,undirected,1
180,197,undirected,1
180,198,undirected,1
180,199,undirected,1
194,195,undirected,1
194,196,undirected,1
194,197,undirected,1
194,198,undirected,1
194,199,undirected,1
195,196,undirected,1
195,197,undirected,1
195,198,undirected,1
195,199,undirected,1
196,197,undirected,1
196,198,undirected,1
196,199,undirected,1
197,198,undirected,1
197,199,undirected,1
198,199,undirected,1
182,183,undirected,1
182,184,undirected,1
182,185,undirected,1
182,186,undirected,1
182,187,undirected,1
185,183,undirected,1
185,184,undirected,1
185,186,undirected,1
185,187,undirected,1
183,184,undirected,1
183,186,undirected,1
183,187,undirected,1
183,188,undirected,1
183,189,undirected,1
183,190,undirected,1
183,181,undirected,1
183,142,undirected,1
183,135,undirected,1
183,145,undirected,1
183,175,undirected,1
183,176,undirected,1
183,177,undirected,1
183,178,undirected,1
183,179,undirected,1
184,186,undirected,1
184,187,undirected,1
184,188,undirected,1
184,189,undirected,1
184,190,undirected,1
184,181,undirected,1
184,142,undirected,1
186,187,undirected,1
186,188,undirected,1
186,189,undirected,1
186,190,undirected,1
186,181,undirected,1
186,142,undirected,1
187,188,undirected,1
187,189,undirected,1
187,190,undirected,1
187,181,undirected,1
187,142,undirected,1
188,189,undirected,1
188,190,undirected,1
188,181,undirected,1
188,142,undirected,1
189,190,undirected,1
189,181,undirected,1
189,142,undirected,1
162,110,undirected,1
162,114,undirected,1
162,173,undirected,1
162,174,undirected,1
173,110,undirected,1
173,114,undirected,1
110,135,undirected,1
110,122,undirected,1
110,156,undirected,1
110,131,undirected,1
110,192,undirected,1
110,214,undirected,1
110,58,undirected,1
110,68,undirected,1
110,211,undirected,1
114,135,undirected,1
114,122,undirected,1
114,156,undirected,1
114,131,undirected,1
114,192,undirected,1
114,214,undirected,1
114,58,undirected,1
114,191,undirected,1
114,68,undirected,1
58,71,undirected,1
58,135,undirected,1
58,122,undirected,1
58,156,undirected,1
58,131,undirected,1
58,192,undirected,1
58,214,undirected,1
58,68,undirected,1
58,145,undirected,1
58,144,undirected,1
68,135,undirected,1
68,122,undirected,1
68,156,undirected,1
68,131,undirected,1
68,192,undirected,1
68,214,undirected,1
68,145,undirected,1
68,144,undirected,1
192,135,undirected,1
192,122,undirected,1
192,156,undirected,1
192,131,undirected,1
192,214,undirected,1
192,145,undirected,1
192,144,undirected,1
214,135,undirected,1
214,122,undirected,1
214,156,undirected,1
214,131,undirected,1
214,145,undirected,1
214,144,undirected,1
142,172,undirected,1
142,191,undirected,1
142,122,undirected,1
142,126,undirected,1
142,131,undirected,1
142,135,undirected,1
142,121,undirected,1
142,124,undirected,1
142,125,undirected,1
142,127,undirected,1
142,128,undirected,1
142,129,undirected,1
142,130,undirected,1
142,132,undirected,1
142,133,undirected,1
142,134,undirected,1
142,135,undirected,1
142,139,undirected,1
142,140,undirected,1
142,143,undirected,1
142,145,undirected,1
142,164,undirected,1
142,165,undirected,1
142,166,undirected,1
142,167,undirected,1
142,168,undirected,1
142,169,undirected,1
142,170,undirected,1
142,174,undirected,1
142,175,undirected,1
142,176,undirected,1
142,177,undirected,1
142,178,undirected,1
142,179,undirected,1
142,200,undirected,1
142,210,undirected,1
142,211,undirected,1
135,191,undirected,1
135,121,undirected,1
135,124,undirected,1
135,125,undirected,1
135,127,undirected,1
135,128,undirected,1
135,129,undirected,1
135,130,undirected,1
135,132,undirected,1
135,133,undirected,1
135,134,undirected,1
135,139,undirected,1
135,140,undirected,1
135,143,undirected,1
135,145,undirected,1
135,164,undirected,1
135,165,undirected,1
135,166,undirected,1
135,167,undirected,1
135,168,undirected,1
135,169,undirected,1
135,170,undirected,1
135,174,undirected,1
135,175,undirected,1
135,176,undirected,1
135,177,undirected,1
135,178,undirected,1
135,179,undirected,1
135,200,undirected,1
135,210,undirected,1
135,211,undirected,1
122,121,undirected,1
122,124,undirected,1
122,125,undirected,1
122,127,undirected,1
122,128,undirected,1
122,129,undirected,1
122,130,undirected,1
122,132,undirected,1
122,133,undirected,1
122,134,undirected,1
122,139,undirected,1
122,140,undirected,1
122,143,undirected,1
122,145,undirected,1
122,164,undirected,1
122,165,undirected,1
122,166,undirected,1
122,167,undirected,1
122,168,undirected,1
122,169,undirected,1
122,170,undirected,1
122,174,undirected,1
122,175,undirected,1
122,176,undirected,1
122,177,undirected,1
122,178,undirected,1
122,179,undirected,1
122,200,undirected,1
122,210,undirected,1
122,211,undirected,1
126,121,undirected,1
126,124,undirected,1
126,125,undirected,1
126,127,undirected,1
126,128,undirected,1
126,129,undirected,1
126,130,undirected,1
126,132,undirected,1
126,133,undirected,1
126,134,undirected,1
126,139,undirected,1
126,140,undirected,1
126,143,undirected,1
126,145,undirected,1
126,164,undirected,1
126,165,undirected,1
126,166,undirected,1
126,167,undirected,1
126,168,undirected,1
126,169,undirected,1
126,170,undirected,1
126,174,undirected,1
126,175,undirected,1
126,176,undirected,1
126,177,undirected,1
126,178,undirected,1
126,179,undirected,1
126,200,undirected,1
126,210,undirected,1
126,211,undirected,1
131,121,undirected,1
131,124,undirected,1
131,125,undirected,1
131,127,undirected,1
131,128,undirected,1
131,129,undirected,1
131,130,undirected,1
131,132,undirected,1
131,133,undirected,1
131,134,undirected,1
131,139,undirected,1
131,140,undirected,1
131,143,undirected,1
131,145,undirected,1
131,164,undirected,1
131,165,undirected,1
131,166,undirected,1
131,167,undirected,1
131,168,undirected,1
131,169,undirected,1
131,170,undirected,1
131,174,undirected,1
131,175,undirected,1
131,176,undirected,1
131,177,undirected,1
131,178,undirected,1
131,179,undirected,1
131,200,undirected,1
131,210,undirected,1
131,211,undirected,1
121,124,undirected,1
121,125,undirected,1
121,127,undirected,1
121,128,undirected,1
121,129,undirected,1
121,130,undirected,1
121,132,undirected,1
121,133,undirected,1
121,134,undirected,1
121,139,undirected,1
121,140,undirected,1
121,143,undirected,1
121,145,undirected,1
121,164,undirected,1
121,165,undirected,1
121,166,undirected,1
121,167,undirected,1
121,168,undirected,1
121,169,undirected,1
121,170,undirected,1
121,174,undirected,1
121,175,undirected,1
121,176,undirected,1
121,177,undirected,1
121,178,undirected,1
121,179,undirected,1
121,200,undirected,1
121,210,undirected,1
121,211,undirected,1
124,125,undirected,1
124,127,undirected,1
124,128,undirected,1
124,129,undirected,1
124,130,undirected,1
124,132,undirected,1
124,133,undirected,1
124,134,undirected,1
124,139,undirected,1
124,140,undirected,1
124,143,undirected,1
124,145,undirected,1
124,164,undirected,1
124,165,undirected,1
124,166,undirected,1
124,167,undirected,1
124,168,undirected,1
124,169,undirected,1
124,170,undirected,1
124,174,undirected,1
124,175,undirected,1
124,176,undirected,1
124,177,undirected,1
124,178,undirected,1
124,179,undirected,1
124,200,undirected,1
124,210,undirected,1
124,211,undirected,1
125,127,undirected,1
125,128,undirected,1
125,129,undirected,1
125,130,undirected,1
125,132,undirected,1
125,133,undirected,1
125,134,undirected,1
125,139,undirected,1
125,140,undirected,1
125,143,undirected,1
125,145,undirected,1
125,164,undirected,1
125,165,undirected,1
125,166,undirected,1
125,167,undirected,1
125,168,undirected,1
125,169,undirected,1
125,170,undirected,1
125,174,undirected,1
125,175,undirected,1
125,176,undirected,1
125,177,undirected,1
125,178,undirected,1
125,179,undirected,1
125,200,undirected,1
125,210,undirected,1
125,211,undirected,1
127,128,undirected,1
127,129,undirected,1
127,130,undirected,1
127,132,undirected,1
127,133,undirected,1
127,134,undirected,1
127,139,undirected,1
127,140,undirected,1
127,143,undirected,1
127,145,undirected,1
127,164,undirected,1
127,165,undirected,1
127,166,undirected,1
127,167,undirected,1
127,168,undirected,1
127,169,undirected,1
127,170,undirected,1
127,174,undirected,1
127,175,undirected,1
127,176,undirected,1
127,177,undirected,1
127,178,undirected,1
127,179,undirected,1
127,200,undirected,1
127,210,undirected,1
127,211,undirected,1
128,129,undirected,1
128,130,undirected,1
128,132,undirected,1
128,133,undirected,1
128,134,undirected,1
128,139,undirected,1
128,140,undirected,1
128,143,undirected,1
128,145,undirected,1
128,164,undirected,1
128,165,undirected,1
128,166,undirected,1
128,167,undirected,1
128,168,undirected,1
128,169,undirected,1
128,170,undirected,1
128,174,undirected,1
128,175,undirected,1
128,176,undirected,1
128,177,undirected,1
128,178,undirected,1
128,179,undirected,1
128,200,undirected,1
128,210,undirected,1
128,211,undirected,1
129,130,undirected,1
129,132,undirected,1
129,133,undirected,1
129,134,undirected,1
129,139,undirected,1
129,140,undirected,1
129,143,undirected,1
129,145,undirected,1
129,164,undirected,1
129,165,undirected,1
129,166,undirected,1
129,167,undirected,1
129,168,undirected,1
129,169,undirected,1
129,170,undirected,1
129,174,undirected,1
129,175,undirected,1
129,176,undirected,1
129,177,undirected,1
129,178,undirected,1
129,179,undirected,1
129,200,undirected,1
129,210,undirected,1
129,211,undirected,1
130,132,undirected,1
130,133,undirected,1
130,134,undirected,1
130,139,undirected,1
130,140,undirected,1
130,143,undirected,1
130,145,undirected,1
130,164,undirected,1
130,165,undirected,1
130,166,undirected,1
130,167,undirected,1
130,168,undirected,1
130,169,undirected,1
130,170,undirected,1
130,174,undirected,1
130,175,undirected,1
130,176,undirected,1
130,177,undirected,1
130,178,undirected,1
130,179,undirected,1
130,200,undirected,1
130,210,undirected,1
130,211,undirected,1
132,133,undirected,1
132,134,undirected,1
132,139,undirected,1
132,140,undirected,1
132,143,undirected,1
132,145,undirected,1
132,164,undirected,1
132,165,undirected,1
132,166,undirected,1
132,167,undirected,1
132,168,undirected,1
132,169,undirected,1
132,170,undirected,1
132,174,undirected,1
132,175,undirected,1
132,176,undirected,1
132,177,undirected,1
132,178,undirected,1
132,179,undirected,1
132,200,undirected,1
132,210,undirected,1
132,211,undirected,1
133,134,undirected,1
133,139,undirected,1
133,140,undirected,1
133,143,undirected,1
133,145,undirected,1
133,164,undirected,1
133,165,undirected,1
133,166,undirected,1
133,167,undirected,1
133,168,undirected,1
133,169,undirected,1
133,170,undirected,1
133,174,undirected,1
133,175,undirected,1
133,176,undirected,1
133,177,undirected,1
133,178,undirected,1
133,179,undirected,1
133,200,undirected,1
133,210,undirected,1
133,211,undirected,1
134,139,undirected,1
134,140,undirected,1
134,143,undirected,1
134,145,undirected,1
134,164,undirected,1
134,165,undirected,1
134,166,undirected,1
134,167,undirected,1
134,168,undirected,1
134,169,undirected,1
134,170,undirected,1
134,174,undirected,1
134,175,undirected,1
134,176,undirected,1
134,177,undirected,1
134,178,undirected,1
134,179,undirected,1
134,200,undirected,1
134,210,undirected,1
134,211,undirected,1
139,140,undirected,1
139,143,undirected,1
139,145,undirected,1
139,164,undirected,1
139,165,undirected,1
139,166,undirected,1
139,167,undirected,1
139,168,undirected,1
139,169,undirected,1
139,170,undirected,1
139,174,undirected,1
139,175,undirected,1
139,176,undirected,1
139,177,undirected,1
139,178,undirected,1
139,179,undirected,1
139,200,undirected,1
139,210,undirected,1
139,211,undirected,1
140,143,undirected,1
140,145,undirected,1
140,164,undirected,1
140,165,undirected,1
140,166,undirected,1
140,167,undirected,1
140,168,undirected,1
140,169,undirected,1
140,170,undirected,1
140,174,undirected,1
140,175,undirected,1
140,176,undirected,1
140,177,undirected,1
140,178,undirected,1
140,179,undirected,1
140,200,undirected,1
140,210,undirected,1
140,211,undirected,1
143,145,undirected,1
143,164,undirected,1
143,165,undirected,1
143,166,undirected,1
143,167,undirected,1
143,168,undirected,1
143,169,undirected,1
143,170,undirected,1
143,174,undirected,1
143,175,undirected,1
143,176,undirected,1
143,177,undirected,1
143,178,undirected,1
143,179,undirected,1
143,200,undirected,1
143,210,undirected,1
143,211,undirected,1
145,144,undirected,1
145,164,undirected,1
145,165,undirected,1
145,166,undirected,1
145,167,undirected,1
145,168,undirected,1
145,169,undirected,1
145,170,undirected,1
145,174,undirected,1
145,175,undirected,1
145,176,undirected,1
145,177,undirected,1
145,178,undirected,1
145,179,undirected,1
145,200,undirected,1
145,210,undirected,1
145,211,undirected,1
164,165,undirected,1
164,166,undirected,1
164,167,undirected,1
164,168,undirected,1
164,169,undirected,1
164,170,undirected,1
164,174,undirected,1
164,175,undirected,1
164,176,undirected,1
164,177,undirected,1
164,178,undirected,1
164,179,undirected,1
164,200,undirected,1
164,210,undirected,1
164,211,undirected,1
165,166,undirected,1
165,167,undirected,1
165,168,undirected,1
165,169,undirected,1
165,170,undirected,1
165,174,undirected,1
165,175,undirected,1
165,176,undirected,1
165,177,undirected,1
165,178,undirected,1
165,179,undirected,1
165,200,undirected,1
165,210,undirected,1
165,211,undirected,1
166,167,undirected,1
166,168,undirected,1
166,169,undirected,1
166,170,undirected,1
166,174,undirected,1
166,175,undirected,1
166,176,undirected,1
166,177,undirected,1
166,178,undirected,1
166,179,undirected,1
166,200,undirected,1
166,210,undirected,1
166,211,undirected,1
167,168,undirected,1
167,169,undirected,1
167,170,undirected,1
167,174,undirected,1
167,175,undirected,1
167,176,undirected,1
167,177,undirected,1
167,178,undirected,1
167,179,undirected,1
167,200,undirected,1
167,210,undirected,1
167,211,undirected,1
168,169,undirected,1
168,170,undirected,1
168,174,undirected,1
168,175,undirected,1
168,176,undirected,1
168,177,undirected,1
168,178,undirected,1
168,179,undirected,1
168,200,undirected,1
168,210,undirected,1
168,211,undirected,1
169,170,undirected,1
169,174,undirected,1
169,175,undirected,1
169,176,undirected,1
169,177,undirected,1
169,178,undirected,1
169,179,undirected,1
169,200,undirected,1
169,210,undirected,1
169,211,undirected,1
170,174,undirected,1
170,175,undirected,1
170,176,undirected,1
170,177,undirected,1
170,178,undirected,1
170,179,undirected,1
170,200,undirected,1
170,210,undirected,1
170,211,undirected,1
174,175,undirected,1
174,176,undirected,1
174,177,undirected,1
174,178,undirected,1
174,179,undirected,1
174,200,undirected,1
174,210,undirected,1
174,211,undirected,1
175,176,undirected,1
175,177,undirected,1
175,178,undirected,1
175,179,undirected,1
175,200,undirected,1
175,210,undirected,1
175,211,undirected,1
176,177,undirected,1
176,178,undirected,1
176,179,undirected,1
176,200,undirected,1
176,210,undirected,1
176,211,undirected,1
177,178,undirected,1
177,179,undirected,1
177,200,undirected,1
177,210,undirected,1
177,211,undirected,1
178,179,undirected,1
178,200,undirected,1
178,210,undirected,1
178,211,undirected,1
179,200,undirected,1
179,210,undirected,1
179,211,undirected,1
200,210,undirected,1
#N/A,211,undirected,1
210,211,undirected,1
13,235,undirected,1
13,237,undirected,1
13,241,undirected,1
13,220,undirected,1
13,224,undirected,1
13,227,undirected,1
13,228,undirected,1
13,229,undirected,1
13,230,undirected,1
13,232,undirected,1
13,233,undirected,1
13,234,undirected,1
13,222,undirected,1
13,225,undirected,1
13,226,undirected,1
13,231,undirected,1
13,236,undirected,1
13,252,undirected,1
13,219,undirected,1
13,239,undirected,1
13,240,undirected,1
25,235,undirected,1
25,237,undirected,1
25,241,undirected,1
25,220,undirected,1
25,224,undirected,1
25,227,undirected,1
25,228,undirected,1
25,229,undirected,1
25,230,undirected,1
25,232,undirected,1
25,233,undirected,1
25,234,undirected,1
25,222,undirected,1
25,225,undirected,1
25,226,undirected,1
25,231,undirected,1
25,236,undirected,1
25,252,undirected,1
25,219,undirected,1
25,239,undirected,1
25,240,undirected,1
34,235,undirected,1
34,237,undirected,1
34,241,undirected,1
34,220,undirected,1
34,224,undirected,1
34,227,undirected,1
34,228,undirected,1
34,229,undirected,1
34,230,undirected,1
34,232,undirected,1
34,233,undirected,1
34,234,undirected,1
34,222,undirected,1
34,225,undirected,1
34,226,undirected,1
34,231,undirected,1
34,236,undirected,1
34,252,undirected,1
34,219,undirected,1
34,239,undirected,1
34,240,undirected,1
56,219,undirected,1
56,239,undirected,1
56,240,undirected,1
71,219,undirected,1
71,239,undirected,1
71,240,undirected,1
156,219,undirected,1
156,239,undirected,1
156,240,undirected,1
135,219,undirected,1
135,239,undirected,1
135,240,undirected,1
219,239,undirected,1
219,240,undirected,1
219,220,undirected,1
219,224,undirected,1
219,227,undirected,1
219,228,undirected,1
219,229,undirected,1
219,230,undirected,1
219,232,undirected,1
219,233,undirected,1
219,234,undirected,1
239,240,undirected,1
239,220,undirected,1
239,224,undirected,1
239,227,undirected,1
239,228,undirected,1
239,229,undirected,1
239,230,undirected,1
239,232,undirected,1
239,233,undirected,1
239,234,undirected,1
240,293,undirected,1
240,220,undirected,1
240,224,undirected,1
240,227,undirected,1
240,228,undirected,1
240,229,undirected,1
240,230,undirected,1
240,232,undirected,1
240,233,undirected,1
240,234,undirected,1
243,220,undirected,1
243,224,undirected,1
243,227,undirected,1
243,228,undirected,1
243,229,undirected,1
243,230,undirected,1
243,232,undirected,1
243,233,undirected,1
243,234,undirected,1
220,223,undirected,1
220,235,undirected,1
220,237,undirected,1
220,241,undirected,1
220,224,undirected,1
220,227,undirected,1
220,228,undirected,1
220,229,undirected,1
220,230,undirected,1
220,232,undirected,1
220,233,undirected,1
220,234,undirected,1
224,223,undirected,1
224,235,undirected,1
224,237,undirected,1
224,241,undirected,1
224,227,undirected,1
224,228,undirected,1
224,229,undirected,1
224,230,undirected,1
224,232,undirected,1
224,233,undirected,1
224,234,undirected,1
227,223,undirected,1
227,235,undirected,1
227,237,undirected,1
227,241,undirected,1
227,228,undirected,1
227,229,undirected,1
227,230,undirected,1
227,232,undirected,1
227,233,undirected,1
227,234,undirected,1
228,223,undirected,1
228,235,undirected,1
228,237,undirected,1
228,241,undirected,1
228,229,undirected,1
228,230,undirected,1
228,232,undirected,1
228,233,undirected,1
228,234,undirected,1
229,223,undirected,1
229,235,undirected,1
229,237,undirected,1
229,241,undirected,1
229,230,undirected,1
229,232,undirected,1
229,233,undirected,1
229,234,undirected,1
230,223,undirected,1
230,235,undirected,1
230,237,undirected,1
230,241,undirected,1
230,232,undirected,1
230,233,undirected,1
230,234,undirected,1
232,223,undirected,1
232,235,undirected,1
232,237,undirected,1
232,241,undirected,1
232,233,undirected,1
232,234,undirected,1
233,223,undirected,1
233,235,undirected,1
233,237,undirected,1
233,241,undirected,1
233,234,undirected,1
234,223,undirected,1
234,235,undirected,1
234,237,undirected,1
234,241,undirected,1
238,220,undirected,1
238,223,undirected,1
231,220,undirected,1
231,224,undirected,1
231,222,undirected,1
231,225,undirected,1
231,226,undirected,1
231,236,undirected,1
231,252,undirected,1
222,225,undirected,1
222,226,undirected,1
222,236,undirected,1
222,252,undirected,1
225,226,undirected,1
225,236,undirected,1
225,252,undirected,1
226,236,undirected,1
226,252,undirected,1
236,252,undirected,1
247,36,undirected,1
247,37,undirected,1
247,38,undirected,1
162,36,undirected,1
162,37,undirected,1
162,38,undirected,1
162,18,undirected,1
242,243,undirected,1
242,252,undirected,1
242,79,undirected,1
242,254,undirected,1
242,256,undirected,1
242,258,undirected,1
243,252,undirected,1
243,79,undirected,1
243,254,undirected,1
243,256,undirected,1
243,258,undirected,1
252,79,undirected,1
252,254,undirected,1
252,256,undirected,1
252,258,undirected,1
79,254,undirected,1
79,256,undirected,1
79,258,undirected,1
254,256,undirected,1
254,258,undirected,1
256,258,undirected,1
250,251,undirected,1
250,253,undirected,1
250,257,undirected,1
250,255,undirected,1
251,253,undirected,1
251,257,undirected,1
251,255,undirected,1
253,257,undirected,1
253,255,undirected,1
257,255,undirected,1
244,245,undirected,1
244,246,undirected,1
244,248,undirected,1
244,249,undirected,1
245,246,undirected,1
245,248,undirected,1
245,249,undirected,1
246,248,undirected,1
246,249,undirected,1
248,249,undirected,1
13,259,undirected,1
13,260,undirected,1
13,262,undirected,1
13,269,undirected,1
13,304,undirected,1
13,263,undirected,1
13,264,undirected,1
13,265,undirected,1
13,289,undirected,1
13,290,undirected,1
13,261,undirected,1
13,274,undirected,1
13,275,undirected,1
13,276,undirected,1
13,277,undirected,1
13,278,undirected,1
13,283,undirected,1
13,286,undirected,1
13,287,undirected,1
13,288,undirected,1
13,291,undirected,1
13,279,undirected,1
13,266,undirected,1
13,267,undirected,1
13,268,undirected,1
13,270,undirected,1
13,271,undirected,1
13,272,undirected,1
13,280,undirected,1
13,282,undirected,1
13,284,undirected,1
13,285,undirected,1
13,281,undirected,1
25,259,undirected,1
25,260,undirected,1
25,262,undirected,1
25,269,undirected,1
25,304,undirected,1
25,263,undirected,1
25,264,undirected,1
25,265,undirected,1
25,289,undirected,1
25,290,undirected,1
25,261,undirected,1
25,274,undirected,1
25,275,undirected,1
25,276,undirected,1
25,277,undirected,1
25,278,undirected,1
25,283,undirected,1
25,286,undirected,1
25,287,undirected,1
25,288,undirected,1
25,291,undirected,1
25,279,undirected,1
25,266,undirected,1
25,267,undirected,1
25,268,undirected,1
25,270,undirected,1
25,271,undirected,1
25,272,undirected,1
25,280,undirected,1
25,282,undirected,1
25,284,undirected,1
25,285,undirected,1
25,281,undirected,1
34,259,undirected,1
34,260,undirected,1
34,262,undirected,1
34,269,undirected,1
34,304,undirected,1
34,263,undirected,1
34,264,undirected,1
34,265,undirected,1
34,289,undirected,1
34,290,undirected,1
34,261,undirected,1
34,274,undirected,1
34,275,undirected,1
34,276,undirected,1
34,277,undirected,1
34,278,undirected,1
34,283,undirected,1
34,286,undirected,1
34,287,undirected,1
34,288,undirected,1
34,291,undirected,1
34,279,undirected,1
34,266,undirected,1
34,267,undirected,1
34,268,undirected,1
34,270,undirected,1
34,271,undirected,1
34,272,undirected,1
34,280,undirected,1
34,282,undirected,1
34,284,undirected,1
34,285,undirected,1
34,281,undirected,1
56,259,undirected,1
56,260,undirected,1
56,262,undirected,1
56,269,undirected,1
56,304,undirected,1
56,263,undirected,1
56,264,undirected,1
56,265,undirected,1
56,289,undirected,1
56,290,undirected,1
56,261,undirected,1
56,274,undirected,1
56,275,undirected,1
56,276,undirected,1
56,277,undirected,1
56,278,undirected,1
56,283,undirected,1
56,286,undirected,1
56,287,undirected,1
56,288,undirected,1
56,291,undirected,1
56,279,undirected,1
56,266,undirected,1
56,267,undirected,1
56,268,undirected,1
56,270,undirected,1
56,271,undirected,1
56,272,undirected,1
56,280,undirected,1
56,282,undirected,1
56,284,undirected,1
56,285,undirected,1
56,281,undirected,1
71,259,undirected,1
71,260,undirected,1
71,262,undirected,1
71,269,undirected,1
71,304,undirected,1
71,263,undirected,1
71,264,undirected,1
71,265,undirected,1
71,289,undirected,1
71,290,undirected,1
71,261,undirected,1
71,274,undirected,1
71,275,undirected,1
71,276,undirected,1
71,277,undirected,1
71,278,undirected,1
71,283,undirected,1
71,286,undirected,1
71,287,undirected,1
71,288,undirected,1
71,291,undirected,1
71,279,undirected,1
71,266,undirected,1
71,267,undirected,1
71,268,undirected,1
71,270,undirected,1
71,271,undirected,1
71,272,undirected,1
71,280,undirected,1
71,282,undirected,1
71,284,undirected,1
71,285,undirected,1
71,281,undirected,1
156,259,undirected,1
156,260,undirected,1
156,262,undirected,1
156,269,undirected,1
156,304,undirected,1
156,263,undirected,1
156,264,undirected,1
156,265,undirected,1
156,289,undirected,1
156,290,undirected,1
156,261,undirected,1
156,274,undirected,1
156,275,undirected,1
156,276,undirected,1
156,277,undirected,1
156,278,undirected,1
156,283,undirected,1
156,286,undirected,1
156,287,undirected,1
156,288,undirected,1
156,291,undirected,1
156,279,undirected,1
156,266,undirected,1
156,267,undirected,1
156,268,undirected,1
156,270,undirected,1
156,271,undirected,1
156,272,undirected,1
156,280,undirected,1
156,282,undirected,1
156,284,undirected,1
156,285,undirected,1
156,281,undirected,1
135,259,undirected,1
135,260,undirected,1
135,262,undirected,1
135,269,undirected,1
135,304,undirected,1
135,263,undirected,1
135,264,undirected,1
135,265,undirected,1
135,289,undirected,1
135,290,undirected,1
135,261,undirected,1
135,274,undirected,1
135,275,undirected,1
135,276,undirected,1
135,277,undirected,1
135,278,undirected,1
135,283,undirected,1
135,286,undirected,1
135,287,undirected,1
135,288,undirected,1
135,291,undirected,1
135,279,undirected,1
135,266,undirected,1
135,267,undirected,1
135,268,undirected,1
135,270,undirected,1
135,271,undirected,1
135,272,undirected,1
135,280,undirected,1
135,282,undirected,1
135,284,undirected,1
135,285,undirected,1
135,281,undirected,1
273,279,undirected,1
273,268,undirected,1
273,272,undirected,1
273,266,undirected,1
273,270,undirected,1
273,271,undirected,1
273,34,undirected,1
259,260,undirected,1
259,262,undirected,1
259,269,undirected,1
259,304,undirected,1
259,263,undirected,1
259,264,undirected,1
259,265,undirected,1
259,289,undirected,1
259,290,undirected,1
259,261,undirected,1
259,274,undirected,1
259,275,undirected,1
259,276,undirected,1
259,277,undirected,1
259,278,undirected,1
259,283,undirected,1
259,286,undirected,1
259,287,undirected,1
259,288,undirected,1
259,291,undirected,1
259,279,undirected,1
259,266,undirected,1
259,267,undirected,1
259,268,undirected,1
259,270,undirected,1
259,271,undirected,1
259,272,undirected,1
259,280,undirected,1
259,282,undirected,1
259,284,undirected,1
259,285,undirected,1
259,281,undirected,1
260,262,undirected,1
260,269,undirected,1
260,304,undirected,1
260,263,undirected,1
260,264,undirected,1
260,265,undirected,1
260,289,undirected,1
260,290,undirected,1
260,261,undirected,1
260,274,undirected,1
260,275,undirected,1
260,276,undirected,1
260,277,undirected,1
260,278,undirected,1
260,283,undirected,1
260,286,undirected,1
260,287,undirected,1
260,288,undirected,1
260,291,undirected,1
260,279,undirected,1
260,266,undirected,1
260,267,undirected,1
260,268,undirected,1
260,270,undirected,1
260,271,undirected,1
260,272,undirected,1
260,280,undirected,1
260,282,undirected,1
260,284,undirected,1
260,285,undirected,1
260,281,undirected,1
262,269,undirected,1
262,304,undirected,1
262,263,undirected,1
262,264,undirected,1
262,265,undirected,1
262,289,undirected,1
262,290,undirected,1
262,261,undirected,1
262,274,undirected,1
262,275,undirected,1
262,276,undirected,1
262,277,undirected,1
262,278,undirected,1
262,283,undirected,1
262,286,undirected,1
262,287,undirected,1
262,288,undirected,1
262,291,undirected,1
262,279,undirected,1
262,266,undirected,1
262,267,undirected,1
262,268,undirected,1
262,270,undirected,1
262,271,undirected,1
262,272,undirected,1
262,280,undirected,1
262,282,undirected,1
262,284,undirected,1
262,285,undirected,1
262,281,undirected,1
269,304,undirected,1
269,263,undirected,1
269,264,undirected,1
269,265,undirected,1
269,289,undirected,1
269,290,undirected,1
269,261,undirected,1
269,274,undirected,1
269,275,undirected,1
269,276,undirected,1
269,277,undirected,1
269,278,undirected,1
269,283,undirected,1
269,286,undirected,1
269,287,undirected,1
269,288,undirected,1
269,291,undirected,1
269,279,undirected,1
269,266,undirected,1
269,267,undirected,1
269,268,undirected,1
269,270,undirected,1
269,271,undirected,1
269,272,undirected,1
269,280,undirected,1
269,282,undirected,1
269,284,undirected,1
269,285,undirected,1
269,281,undirected,1
304,263,undirected,1
304,264,undirected,1
304,265,undirected,1
304,289,undirected,1
304,290,undirected,1
304,261,undirected,1
304,274,undirected,1
304,275,undirected,1
304,276,undirected,1
304,277,undirected,1
304,278,undirected,1
304,283,undirected,1
304,286,undirected,1
304,287,undirected,1
304,288,undirected,1
304,291,undirected,1
304,279,undirected,1
304,266,undirected,1
304,267,undirected,1
304,268,undirected,1
304,270,undirected,1
304,271,undirected,1
304,272,undirected,1
304,280,undirected,1
304,282,undirected,1
304,284,undirected,1
304,285,undirected,1
304,281,undirected,1
263,264,undirected,1
263,265,undirected,1
263,289,undirected,1
263,290,undirected,1
263,261,undirected,1
263,274,undirected,1
263,275,undirected,1
263,276,undirected,1
263,277,undirected,1
263,278,undirected,1
263,283,undirected,1
263,286,undirected,1
263,287,undirected,1
263,288,undirected,1
263,291,undirected,1
263,279,undirected,1
263,266,undirected,1
263,267,undirected,1
